* Block Type = 384-Well Block
* Calibration Background is expired  = No
* Calibration Background performed on = 04-07-2021
* Calibration Pure Dye CY5 is expired = Yes
* Calibration Pure Dye CY5 performed on = 10-23-2020
* Calibration Pure Dye FAM is expired = No
* Calibration Pure Dye FAM performed on = 04-07-2021
* Calibration Pure Dye HEX is expired = Yes
* Calibration Pure Dye HEX performed on = 06-01-2020
* Calibration Pure Dye NED is expired = No
* Calibration Pure Dye NED performed on = 04-07-2021
* Calibration Pure Dye ROX is expired = No
* Calibration Pure Dye ROX performed on = 04-07-2021
* Calibration Pure Dye SYBR is expired = No
* Calibration Pure Dye SYBR performed on = 04-07-2021
* Calibration Pure Dye TAMRA is expired = No
* Calibration Pure Dye TAMRA performed on = 04-07-2021
* Calibration Pure Dye VIC is expired = No
* Calibration Pure Dye VIC performed on = 04-07-2021
* Calibration RNaseP is expired  = No
* Calibration RNaseP performed on = 04-07-2021
* Calibration ROI is expired  = No
* Calibration ROI performed on = 04-07-2021
* Calibration Uniformity is expired  = No
* Calibration Uniformity performed on = 04-07-2021
* Chemistry = OTHER
* Date Created = 
* Experiment Barcode = 
* Experiment Comment = 
* Experiment File Name = E:\MeltCurve4sConditions.eds
* Experiment Name = MeltCurve4sConditions
* Experiment Run End Time = 2021-05-31 20:22:26 PM CEST
* Experiment Type = Melt Curve
* Instrument Name = 278860619
* Instrument Serial Number = 278860619
* Instrument Type = QuantStudio(TM) 6 Flex System
* Passive Reference = 
* Quantification Cycle Method = Ct
* Signal Smoothing On = true
* User Name = Carles Torner

[Melt Curve Raw Data]
Well	Well Position	Reading	Temperature	Fluorescence	Derivative
39	B15	232	94.180	16,642.371	12,836.113
39	B15	233	94.479	16,428.234	9,925.011
39	B15	234	94.779	16,148.740	6,919.099
40	B16	1	25.000	11,181.162	3,569.735
40	B16	2	25.299	10,901.224	3,955.724
40	B16	3	25.599	10,866.372	4,271.360
40	B16	4	25.898	10,522.047	4,423.738
40	B16	5	26.198	10,654.387	4,370.323
40	B16	6	26.497	10,582.348	4,127.493
40	B16	7	26.797	10,397.290	3,756.616
40	B16	8	27.096	10,325.732	3,341.881
40	B16	9	27.396	10,433.845	2,968.641
40	B16	10	27.695	10,179.854	2,703.569
40	B16	11	27.995	10,380.126	2,577.282
40	B16	12	28.294	10,300.383	2,575.963
40	B16	13	28.594	10,203.774	2,649.354
40	B16	14	28.893	10,154.656	2,734.766
40	B16	15	29.193	10,122.815	2,785.184
40	B16	16	29.492	9,979.583	2,786.774
40	B16	17	29.792	10,050.221	2,757.320
40	B16	18	30.091	9,940.995	2,728.259
40	B16	19	30.391	9,883.728	2,720.491
40	B16	20	30.690	9,920.635	2,728.590
40	B16	21	30.990	9,874.896	2,721.789
40	B16	22	31.289	9,764.824	2,663.522
40	B16	23	31.589	9,661.050	2,537.171
40	B16	24	31.888	9,655.328	2,359.942
40	B16	25	32.188	9,564.329	2,172.672
40	B16	26	32.487	9,692.355	2,010.168
40	B16	27	32.786	9,614.661	1,872.225
40	B16	28	33.086	9,544.598	1,717.756
40	B16	29	33.385	9,495.173	1,488.687
40	B16	30	33.685	9,578.581	1,150.234
40	B16	31	33.984	9,238.411	721.190
40	B16	32	34.284	9,472.789	272.996
40	B16	33	34.583	9,431.026	-105.612
40	B16	34	34.883	9,572.002	-360.096
40	B16	35	35.182	9,454.155	-507.029
40	B16	36	35.482	9,625.086	-633.122
40	B16	37	35.781	9,556.237	-854.752
40	B16	38	36.081	9,380.741	-1,258.573
40	B16	39	36.380	9,487.523	-1,856.946
40	B16	40	36.680	9,475.737	-2,580.618
40	B16	41	36.979	9,596.525	-3,310.968
40	B16	42	37.279	9,766.637	-3,931.425
40	B16	43	37.578	9,745.036	-4,373.493
40	B16	44	37.878	9,822.339	-4,640.756
40	B16	45	38.177	10,066.122	-4,805.261
40	B16	46	38.477	10,154.180	-4,979.973
40	B16	47	38.776	10,041.696	-5,277.230
40	B16	48	39.076	10,062.330	-5,771.720
40	B16	49	39.375	10,289.878	-6,485.324
40	B16	50	39.675	10,370.160	-7,399.121
40	B16	51	39.974	10,589.376	-8,478.730
40	B16	52	40.273	10,582.940	-9,693.242
40	B16	53	40.573	10,798.426	-11,018.895
40	B16	54	40.872	11,060.315	-12,435.318
40	B16	55	41.172	11,205.287	-13,926.834
40	B16	56	41.471	11,525.039	-15,492.346
40	B16	57	41.771	11,801.986	-17,156.205
40	B16	58	42.070	12,108.772	-18,969.574
40	B16	59	42.370	12,408.003	-21,000.008
40	B16	60	42.669	12,783.230	-23,317.160
40	B16	61	42.969	13,068.815	-25,984.895
40	B16	62	43.268	13,668.876	-29,062.814
40	B16	63	43.568	14,200.751	-32,610.846
40	B16	64	43.867	14,677.163	-36,689.008
40	B16	65	44.167	15,180.841	-41,354.445
40	B16	66	44.466	16,013.659	-46,662.960
40	B16	67	44.766	16,967.120	-52,679.510
40	B16	68	45.065	17,772.950	-59,488.227
40	B16	69	45.365	18,735.742	-67,189.100
40	B16	70	45.664	20,015.410	-75,880.340
40	B16	71	45.964	21,204.627	-85,635.130
40	B16	72	46.263	22,797.412	-96,485.336
40	B16	73	46.563	24,545.010	-108,409.180
40	B16	74	46.862	26,382.697	-121,311.880
40	B16	75	47.162	28,638.031	-134,992.450
40	B16	76	47.461	30,916.633	-149,102.500
40	B16	77	47.760	33,724.895	-163,116.920
40	B16	78	48.060	36,848.550	-176,333.200
40	B16	79	48.359	40,134.043	-187,911.110
40	B16	80	48.659	43,607.650	-196,950.970
40	B16	81	48.958	47,538.470	-202,601.300
40	B16	82	49.258	51,583.440	-204,172.640
40	B16	83	49.557	55,354.500	-201,229.640
40	B16	84	49.857	59,167.156	-193,642.970
40	B16	85	50.156	62,565.598	-181,601.000
40	B16	86	50.456	65,865.805	-165,596.330
40	B16	87	50.755	68,740.210	-146,396.900
40	B16	88	51.055	71,313.420	-124,998.836
40	B16	89	51.354	72,571.640	-102,547.234
40	B16	90	51.654	74,362.500	-80,225.270
40	B16	91	51.953	75,188.510	-59,129.367
40	B16	92	52.253	75,492.490	-40,148.473
40	B16	93	52.552	75,791.690	-23,872.928
40	B16	94	52.852	75,512.500	-10,550.001
40	B16	95	53.151	75,440.800	-98.154
40	B16	96	53.451	75,256.945	7,819.894
40	B16	97	53.750	74,662.625	13,686.709
40	B16	98	54.050	74,567.290	18,011.440
40	B16	99	54.349	74,169.230	21,235.293
40	B16	100	54.649	73,523.350	23,679.480
40	B16	101	54.948	73,391.070	25,540.951
40	B16	102	55.247	72,762.690	26,922.365
40	B16	103	55.547	71,963.770	27,878.785
40	B16	104	55.846	71,909.270	28,457.715
40	B16	105	56.146	71,127.790	28,724.533
40	B16	106	56.445	70,690.390	28,767.795
40	B16	107	56.745	70,174.110	28,688.299
40	B16	108	57.044	69,598.870	28,575.443
40	B16	109	57.344	69,287.414	28,481.188
40	B16	110	57.643	68,999.440	28,415.164
40	B16	111	57.943	68,223.680	28,370.145
40	B16	112	58.242	67,574.050	28,362.380
40	B16	113	58.542	67,267.620	28,446.334
40	B16	114	58.841	66,769.380	28,682.314
40	B16	115	59.141	66,660.100	29,076.715
40	B16	116	59.440	65,966.920	29,549.676
40	B16	117	59.740	65,229.797	29,963.314
40	B16	118	60.039	64,713.387	30,193.172
40	B16	119	60.339	64,120.450	30,187.916
40	B16	120	60.638	63,942.285	29,980.865
40	B16	121	60.938	63,181.850	29,658.877
40	B16	122	61.237	62,531.824	29,317.854
40	B16	123	61.537	62,359.094	29,035.406
40	B16	124	61.836	61,806.742	28,860.610
40	B16	125	62.136	61,289.870	28,813.396
40	B16	126	62.435	60,577.105	28,883.176
40	B16	127	62.734	60,460.555	29,027.992
40	B16	128	63.034	59,993.316	29,180.290
40	B16	129	63.333	59,085.300	29,269.582
40	B16	130	63.633	58,826.715	29,253.947
40	B16	131	63.932	58,147.316	29,144.807
40	B16	132	64.232	57,859.086	29,004.430
40	B16	133	64.531	57,254.910	28,911.115
40	B16	134	64.831	56,747.523	28,911.646
40	B16	135	65.130	56,438.855	28,986.611
40	B16	136	65.430	55,908.336	29,052.475
40	B16	137	65.729	55,344.832	29,003.260
40	B16	138	66.029	54,654.470	28,769.271
40	B16	139	66.328	54,246.660	28,353.290
40	B16	140	66.628	53,682.508	27,819.338
40	B16	141	66.927	53,457.426	27,241.818
40	B16	142	67.227	53,155.460	26,660.139
40	B16	143	67.526	52,202.490	26,075.150
40	B16	144	67.826	52,137.758	25,487.582
40	B16	145	68.125	51,289.145	24,935.893
40	B16	146	68.425	51,269.110	24,495.113
40	B16	147	68.724	50,921.402	24,233.025
40	B16	148	69.024	50,298.926	24,162.260
40	B16	149	69.323	50,203.695	24,226.379
40	B16	150	69.623	49,419.867	24,331.250
40	B16	151	69.922	49,094.670	24,392.260
40	B16	152	70.221	48,702.047	24,368.645
40	B16	153	70.521	48,423.652	24,266.154
40	B16	154	70.820	47,747.625	24,119.559
40	B16	155	71.120	47,424.605	23,970.258
40	B16	156	71.419	47,168.758	23,851.324
40	B16	157	71.719	46,699.580	23,782.293
40	B16	158	72.018	46,189.820	23,769.531
40	B16	159	72.318	45,828.676	23,808.457
40	B16	160	72.617	45,569.120	23,881.600
40	B16	161	72.917	44,957.610	23,956.697
40	B16	162	73.216	44,758.977	23,989.879
40	B16	163	73.516	44,148.156	23,940.682
40	B16	164	73.815	43,809.560	23,793.460
40	B16	165	74.115	43,289.370	23,571.646
40	B16	166	74.414	42,982.207	23,332.120
40	B16	167	74.714	42,668.805	23,142.748
40	B16	168	75.013	42,270.145	23,054.479
40	B16	169	75.313	41,708.660	23,084.217
40	B16	170	75.612	41,581.383	23,209.262
40	B16	171	75.912	40,992.370	23,377.072
40	B16	172	76.211	40,756.105	23,520.400
40	B16	173	76.511	40,144.105	23,582.193
40	B16	174	76.810	39,864.990	23,537.809
40	B16	175	77.110	39,283.550	23,405.576
40	B16	176	77.409	39,030.316	23,235.297
40	B16	177	77.708	38,620.504	23,080.832
40	B16	178	78.008	38,375.970	22,975.643
40	B16	179	78.307	37,813.836	22,928.463
40	B16	180	78.607	37,377.420	22,935.398
40	B16	181	78.906	37,058.695	22,990.168
40	B16	182	79.206	36,679.530	23,079.832
40	B16	183	79.505	36,437.496	23,175.771
40	B16	184	79.805	35,953.082	23,238.047
40	B16	185	80.104	35,276.582	23,241.281
40	B16	186	80.404	35,061.008	23,201.654
40	B16	187	80.703	34,682.934	23,174.186
40	B16	188	81.003	34,310.492	23,216.416
40	B16	189	81.302	34,058.020	23,343.441
40	B16	190	81.602	33,486.370	23,512.406
40	B16	191	81.901	33,138.320	23,648.752
40	B16	192	82.201	32,622.807	23,693.023
40	B16	193	82.500	32,121.496	23,632.803
40	B16	194	82.800	32,012.620	23,496.738
40	B16	195	83.099	31,451.154	23,322.564
40	B16	196	83.399	31,051.123	23,125.630
40	B16	197	83.698	30,793.340	22,891.246
40	B16	198	83.998	30,165.250	22,591.531
40	B16	199	84.297	29,877.604	22,210.834
40	B16	200	84.597	29,548.076	21,765.102
40	B16	201	84.896	29,186.195	21,307.188
40	B16	202	85.195	28,819.084	20,919.164
40	B16	203	85.495	28,201.795	20,689.336
40	B16	204	85.794	28,155.693	20,677.064
40	B16	205	86.094	27,771.578	20,880.790
40	B16	206	86.393	27,020.158	21,228.310
40	B16	207	86.693	27,059.467	21,602.828
40	B16	208	86.992	26,524.361	21,892.326
40	B16	209	87.292	25,952.293	22,036.957
40	B16	210	87.591	25,636.064	22,049.154
40	B16	211	87.891	25,553.020	21,998.293
40	B16	212	88.190	24,856.027	21,972.111
40	B16	213	88.490	24,658.040	22,034.574
40	B16	214	88.789	24,304.684	22,197.740
40	B16	215	89.089	23,829.887	22,415.586
40	B16	216	89.388	23,555.164	22,597.120
40	B16	217	89.688	22,960.184	22,632.578
40	B16	218	89.987	22,703.697	22,425.635
40	B16	219	90.287	22,211.092	21,924.623
40	B16	220	90.586	21,828.729	21,141.965
40	B16	221	90.886	21,492.299	20,155.170
40	B16	222	91.185	21,303.605	19,085.805
40	B16	223	91.485	20,831.236	18,065.633
40	B16	224	91.784	20,838.234	17,201.725
40	B16	225	92.084	20,332.115	16,553.287
40	B16	226	92.383	20,190.389	16,123.381
40	B16	227	92.682	19,949.125	15,859.438
40	B16	228	92.982	19,630.879	15,654.130
40	B16	229	93.281	19,339.354	15,345.289
40	B16	230	93.581	19,115.861	14,727.491
40	B16	231	93.880	18,845.260	13,594.695
40	B16	232	94.180	18,507.756	11,821.679
40	B16	233	94.479	18,075.432	9,453.779
40	B16	234	94.779	17,803.410	6,745.414
41	B17	1	25.000	13,757.000	5,799.672
41	B17	2	25.299	13,452.647	6,135.177
41	B17	3	25.599	13,365.506	6,435.767
41	B17	4	25.898	13,185.400	6,611.016
41	B17	5	26.198	13,188.027	6,608.315
41	B17	6	26.497	12,826.719	6,435.171
41	B17	7	26.797	12,798.706	6,155.548
41	B17	8	27.096	12,758.978	5,861.709
41	B17	9	27.396	12,624.136	5,633.767
41	B17	10	27.695	12,667.909	5,507.448
41	B17	11	27.995	12,460.465	5,464.526
41	B17	12	28.294	12,429.267	5,447.903
41	B17	13	28.594	12,209.297	5,390.179
41	B17	14	28.893	12,260.847	5,240.106
41	B17	15	29.193	11,961.562	4,978.487
41	B17	16	29.492	12,128.297	4,623.706
41	B17	17	29.792	11,761.101	4,227.732
41	B17	18	30.091	11,905.243	3,861.921
41	B17	19	30.391	11,650.898	3,592.514
41	B17	20	30.690	11,873.146	3,453.650
41	B17	21	30.990	11,794.578	3,433.662
41	B17	22	31.289	11,615.482	3,483.694
41	B17	23	31.589	11,453.736	3,542.431
41	B17	24	31.888	11,545.980	3,558.879
41	B17	25	32.188	11,465.523	3,501.001
41	B17	26	32.487	11,391.404	3,354.109
41	B17	27	32.786	11,315.658	3,118.059
41	B17	28	33.086	11,084.642	2,806.678
41	B17	29	33.385	11,268.144	2,444.428
41	B17	30	33.685	11,198.134	2,057.836
41	B17	31	33.984	11,161.146	1,667.696
41	B17	32	34.284	11,050.093	1,288.081
41	B17	33	34.583	11,059.882	931.587
41	B17	34	34.883	11,048.686	613.496
41	B17	35	35.182	11,288.786	349.713
41	B17	36	35.482	10,886.867	148.693
41	B17	37	35.781	11,075.149	0.219
41	B17	38	36.081	11,157.258	-131.545
41	B17	39	36.380	11,235.834	-302.471
41	B17	40	36.680	11,040.558	-565.653
41	B17	41	36.979	10,970.603	-942.919
41	B17	42	37.279	11,065.078	-1,413.296
41	B17	43	37.578	11,089.472	-1,932.236
41	B17	44	37.878	11,292.902	-2,467.876
41	B17	45	38.177	11,419.287	-3,024.110
41	B17	46	38.477	11,030.444	-3,631.142
41	B17	47	38.776	11,352.846	-4,316.243
41	B17	48	39.076	11,438.611	-5,080.814
41	B17	49	39.375	11,571.439	-5,901.457
41	B17	50	39.675	11,570.691	-6,748.165
41	B17	51	39.974	11,774.139	-7,604.046
41	B17	52	40.273	11,902.777	-8,476.837
41	B17	53	40.573	12,085.084	-9,402.162
41	B17	54	40.872	12,222.336	-10,440.661
41	B17	55	41.172	12,443.303	-11,667.438
41	B17	56	41.471	12,638.663	-13,154.179
41	B17	57	41.771	12,699.820	-14,948.630
41	B17	58	42.070	13,130.911	-17,060.627
41	B17	59	42.370	13,407.460	-19,462.240
41	B17	60	42.669	13,660.607	-22,104.639
41	B17	61	42.969	14,179.814	-24,948.184
41	B17	62	43.268	14,625.278	-27,996.540
41	B17	63	43.568	15,174.674	-31,319.762
41	B17	64	43.867	15,801.931	-35,052.030
41	B17	65	44.167	16,334.246	-39,359.980
41	B17	66	44.466	16,891.750	-44,397.203
41	B17	67	44.766	17,675.043	-50,270.766
41	B17	68	45.065	18,763.014	-57,039.560
41	B17	69	45.365	19,630.130	-64,739.164
41	B17	70	45.664	20,833.191	-73,411.180
41	B17	71	45.964	22,254.537	-83,111.195
41	B17	72	46.263	23,679.852	-93,888.055
41	B17	73	46.563	25,252.030	-105,744.555
41	B17	74	46.862	27,292.672	-118,593.984
41	B17	75	47.162	29,513.178	-132,224.140
41	B17	76	47.461	31,949.082	-146,266.450
41	B17	77	47.760	34,614.590	-160,174.050
41	B17	78	48.060	37,784.120	-173,221.420
41	B17	79	48.359	41,010.938	-184,546.670
41	B17	80	48.659	44,824.543	-193,244.160
41	B17	81	48.958	48,690.780	-198,489.200
41	B17	82	49.258	52,738.766	-199,653.560
41	B17	83	49.557	56,445.516	-196,379.160
41	B17	84	49.857	60,290.590	-188,599.780
41	B17	85	50.156	63,601.270	-176,535.580
41	B17	86	50.456	67,205.555	-160,677.340
41	B17	87	50.755	69,797.030	-141,767.200
41	B17	88	51.055	72,087.480	-120,760.910
41	B17	89	51.354	73,925.090	-98,757.030
41	B17	90	51.654	75,483.950	-76,892.164
41	B17	91	51.953	75,926.586	-56,214.773
41	B17	92	52.253	76,649.410	-37,564.680
41	B17	93	52.552	76,773.650	-21,483.525
41	B17	94	52.852	76,386.810	-8,187.460
41	B17	95	53.151	76,382.890	2,388.189
41	B17	96	53.451	76,093.930	10,491.063
41	B17	97	53.750	75,678.440	16,450.469
41	B17	98	54.050	75,449.516	20,618.738
41	B17	99	54.349	74,394.750	23,367.020
41	B17	100	54.649	74,149.720	25,097.887
41	B17	101	54.948	73,504.290	26,221.130
41	B17	102	55.247	73,507.375	27,085.480
41	B17	103	55.547	73,009.875	27,902.174
41	B17	104	55.846	72,247.390	28,720.090
41	B17	105	56.146	71,768.336	29,471.870
41	B17	106	56.445	71,270.460	30,059.736
41	B17	107	56.745	70,636.450	30,427.480
41	B17	108	57.044	70,127.766	30,586.613
41	B17	109	57.344	69,599.164	30,598.010
41	B17	110	57.643	68,899.910	30,534.684
41	B17	111	57.943	68,748.800	30,452.088
41	B17	112	58.242	68,005.370	30,375.076
41	B17	113	58.542	67,253.664	30,305.320
41	B17	114	58.841	67,001.050	30,231.377
41	B17	115	59.141	66,499.600	30,138.350
41	B17	116	59.440	65,798.520	30,016.393
41	B17	117	59.740	65,388.684	29,871.898
41	B17	118	60.039	64,714.555	29,735.838
41	B17	119	60.339	64,248.105	29,659.066
41	B17	120	60.638	63,842.727	29,685.870
41	B17	121	60.938	63,420.344	29,822.363
41	B17	122	61.237	62,682.695	30,023.084
41	B17	123	61.537	62,287.170	30,209.506
41	B17	124	61.836	61,777.707	30,310.035
41	B17	125	62.136	60,905.414	30,290.805
41	B17	126	62.435	60,536.670	30,157.514
41	B17	127	62.734	60,276.220	29,932.314
41	B17	128	63.034	59,585.418	29,631.766
41	B17	129	63.333	58,952.406	29,270.870
41	B17	130	63.633	58,395.695	28,883.580
41	B17	131	63.932	58,031.598	28,535.432
41	B17	132	64.232	57,406.535	28,304.941
41	B17	133	64.531	57,394.043	28,242.941
41	B17	134	64.831	56,423.277	28,340.004
41	B17	135	65.130	56,039.074	28,521.797
41	B17	136	65.430	55,689.098	28,677.537
41	B17	137	65.729	55,087.770	28,700.760
41	B17	138	66.029	54,432.566	28,526.740
41	B17	139	66.328	53,937.510	28,153.074
41	B17	140	66.628	53,491.410	27,638.273
41	B17	141	66.927	53,110.680	27,077.357
41	B17	142	67.227	52,523.055	26,565.220
41	B17	143	67.526	52,118.273	26,161.280
41	B17	144	67.826	51,695.660	25,869.360
41	B17	145	68.125	51,423.562	25,641.998
41	B17	146	68.425	50,776.547	25,409.660
41	B17	147	68.724	50,168.137	25,120.332
41	B17	148	69.024	49,943.535	24,769.273
41	B17	149	69.323	49,432.426	24,400.799
41	B17	150	69.623	49,139.465	24,082.360
41	B17	151	69.922	48,553.848	23,870.460
41	B17	152	70.221	48,237.030	23,786.932
41	B17	153	70.521	48,088.140	23,816.723
41	B17	154	70.820	47,192.300	23,921.695
41	B17	155	71.120	47,026.805	24,056.191
41	B17	156	71.419	46,533.190	24,176.650
41	B17	157	71.719	46,357.910	24,245.242
41	B17	158	72.018	45,598.250	24,236.479
41	B17	159	72.318	45,110.242	24,146.365
41	B17	160	72.617	45,004.520	23,994.244
41	B17	161	72.917	44,262.380	23,811.477
41	B17	162	73.216	44,201.970	23,622.854
41	B17	163	73.516	43,588.530	23,437.006
41	B17	164	73.815	43,145.555	23,254.420
41	B17	165	74.115	42,686.400	23,084.283
41	B17	166	74.414	42,530.140	22,951.584
41	B17	167	74.714	41,909.200	22,887.720
41	B17	168	75.013	41,616.220	22,909.780
41	B17	169	75.313	41,335.220	23,006.104
41	B17	170	75.612	40,680.875	23,136.678
41	B17	171	75.912	40,447.340	23,249.238
41	B17	172	76.211	40,017.590	23,303.514
41	B17	173	76.511	39,520.707	23,291.742
41	B17	174	76.810	39,041.240	23,245.396
41	B17	175	77.110	38,716.220	23,221.678
41	B17	176	77.409	38,512.695	23,274.229
41	B17	177	77.708	37,846.140	23,423.701
41	B17	178	78.008	37,579.383	23,646.809
41	B17	179	78.307	37,244.387	23,889.037
41	B17	180	78.607	36,531.620	24,089.832
41	B17	181	78.906	36,251.832	24,204.434
41	B17	182	79.206	35,843.770	24,206.406
41	B17	183	79.505	35,447.016	24,079.623
41	B17	184	79.805	34,874.125	23,811.674
41	B17	185	80.104	34,573.600	23,401.650
41	B17	186	80.404	34,088.066	22,879.834
41	B17	187	80.703	33,708.387	22,321.887
41	B17	188	81.003	33,196.656	21,839.338
41	B17	189	81.302	33,055.260	21,540.545
41	B17	190	81.602	32,720.209	21,483.238
41	B17	191	81.901	32,452.730	21,646.588
41	B17	192	82.201	31,826.904	21,944.953
41	B17	193	82.500	31,500.799	22,272.795
41	B17	194	82.800	30,963.460	22,549.975
41	B17	195	83.099	30,835.223	22,739.840
41	B17	196	83.399	30,323.582	22,840.820
41	B17	197	83.698	29,785.500	22,867.940
41	B17	198	83.998	29,489.762	22,841.150
41	B17	199	84.297	29,039.957	22,780.771
41	B17	200	84.597	28,766.926	22,704.375
41	B17	201	84.896	28,204.460	22,621.742
41	B17	202	85.195	27,987.467	22,531.922
41	B17	203	85.495	27,387.477	22,425.550
41	B17	204	85.794	26,882.240	22,292.947
41	B17	205	86.094	26,603.720	22,134.932
41	B17	206	86.393	25,968.385	21,970.674
41	B17	207	86.693	25,754.137	21,836.307
41	B17	208	86.992	25,444.191	21,768.310
41	B17	209	87.292	25,119.535	21,780.984
41	B17	210	87.591	24,552.500	21,853.557
41	B17	211	87.891	24,220.414	21,940.924
41	B17	212	88.190	23,819.710	22,000.430
41	B17	213	88.490	23,528.432	22,013.620
41	B17	214	88.789	22,923.756	21,986.250
41	B17	215	89.089	22,772.404	21,929.020
41	B17	216	89.388	22,366.367	21,838.357
41	B17	217	89.688	21,910.031	21,694.344
41	B17	218	89.987	21,376.002	21,477.682
41	B17	219	90.287	21,180.902	21,190.290
41	B17	220	90.586	20,856.932	20,862.016
41	B17	221	90.886	20,409.064	20,541.574
41	B17	222	91.185	20,163.074	20,282.076
41	B17	223	91.485	19,567.670	20,129.139
41	B17	224	91.784	19,471.592	20,107.049
41	B17	225	92.084	19,290.300	20,197.078
41	B17	226	92.383	18,548.385	20,314.723
41	B17	227	92.682	18,352.633	20,304.672
41	B17	228	92.982	18,114.633	19,965.578
41	B17	229	93.281	17,278.342	19,100.486
41	B17	230	93.581	17,289.791	17,575.506
41	B17	231	93.880	16,828.186	15,368.989
41	B17	232	94.180	16,532.807	12,598.538
41	B17	233	94.479	16,620.527	9,516.631
41	B17	234	94.779	16,037.698	6,465.448
